"subsample","n_total","alpha","xmin","p","n_tail"
"2",177,2.43190981355411,5.663,0.08,61.743
"20",49,2.37002899786397,2.215,0.846,30.792
"200",78,1.88315615850249,2.213,0.57,51.932
"201",144,2.11496333869886,3.233,0.057,70.849
"202",49,2.67057687116209,5.762,0.762,23.619
"203",139,2.36704167431503,4.331,0.37,58.215
"204",91,2.5500418089842,6.257,0.096,34.315
"205",177,2.20563262024345,3.463,0.516,91.895
"206",98,2.32578390256588,2.934,0.714,51.618
"207",78,2.31606027895316,3.05,0.177,40.96
"208",144,2.03850672092389,2.292,0.002,98.335
"209",49,2.24112481021288,2.296,0.657,35.403
"21",139,2.33935175742835,3.531,0.817,59.739
"210",139,2.12869143185102,3.606,0.572,69.489
"211",91,1.99381170489234,2.342,0.033,56.79
"212",177,2.05021888118855,3.322,0.197,91.529
"213",98,1.98657758389258,3.56,0.114,54.466
"214",78,2.28793650530713,3.424,0.023,45.272
"215",144,2.2344807057912,4.125,0.656,62.417
"216",49,2.07479865058645,2.036,0.232,33.973
"217",139,2.18216619020468,3.536,0.381,72.481
"218",91,2.94561120513734,4.908,0.703,32.289
"219",177,2.3764110733302,3.923,0.636,77.586
"22",91,2.51658384361911,3.272,0.818,47.941
"220",98,2.30911793309733,4.66,0.604,43.131
"221",78,1.98441453799951,2.481,0.436,51.753
"222",144,2.4930048719157,4.204,0.8,59.215
"223",49,2.33507059550761,2.342,0.419,32.974
"224",139,3.84943447310029,6.985,0.694,42.617
"225",91,2.77389076189262,5.711,0.224,34.82
"226",177,1.99759937751609,2.356,0,105.351
"227",98,2.10988773671058,2.279,0.344,60.525
"228",78,2.22531538537391,2.256,0.405,47.684
"229",144,2.19874194672774,3.44,0.031,65.304
"23",177,2.6518933407318,5.882,0.417,53.946
"230",49,2.9852402956134,4.124,0.56,22.703
"231",139,2.10290913788286,3.53,0.074,70.962
"232",91,2.14342557146558,2.318,0.096,56.493
"233",177,2.67827727064134,4.952,0.665,64.615
"234",98,2.99152663736405,5.871,0.372,31.965
"235",78,2.9919416860241,3.911,0.623,32.94
"236",144,2.06214487802741,2.325,0.028,92.108
"237",49,2.4950935550074,3.94,0.416,24.448
"238",139,2.92914278526839,6.904,0.564,46.483
"239",91,2.1889329007873,3.23,0.004,45.911
"24",98,2.62059244211469,3.594,0.289,43.676
"240",177,1.90865795954526,2.437,0.062,111.445
"241",98,2.04618031752292,2.313,0.059,58.992
"242",78,2.89465194587976,7.398,0.128,28.561
"243",144,2.07937830719486,2.356,0.214,90.216
"244",49,1.90964569784426,2.326,0.037,34.169
"245",139,1.9543448147547,2.417,0.093,84.599
"246",91,3.05149777925716,5.056,0.804,31.498
"247",177,1.98742036291806,2.337,0.001,121.588
"248",98,2.03711294208885,2.984,0.742,58.693
"249",78,2.25638497476666,3.455,0.143,41.146
"25",78,2.75873967838102,3.947,0.371,32.051
"250",144,2.41287892472284,4.297,0.015,56.706
"251",49,2.22454864523597,2.344,0.533,33.108
"252",139,2.07138222781334,2.3,0.021,89.593
"253",91,2.68089491436158,4.166,0.534,37.415
"254",177,2.02166128708123,2.897,0.297,96.216
"255",98,2.28445421609585,2.993,0.544,52.43
"256",78,2.41923164342515,3.126,0.211,37.906
"257",144,2.52189734047408,3.745,0.153,57.423
"258",49,1.86465396858248,2.597,0.082,35.866
"259",139,2.02967760883037,2.283,0.145,81.757
"26",144,2.09267631574936,3.343,0.046,78.77
"260",91,2.33121932742506,3.394,0.819,47.506
"261",177,2.5598873032769,5.311,0.581,65.733
"262",98,1.99914005106201,3.108,0.251,53.972
"263",78,2.24931013677065,3.508,0.785,39.41
"264",144,2.02817357474099,2.342,0.034,96.363
"265",49,2.04169102899128,2.264,0.161,32.89
"266",139,2.36496003875142,5.092,0.296,52.288
"267",91,2.61237440598979,4.957,0.91,45.345
"268",177,2.83475782499729,4.663,0.875,55.726
"269",98,2.99309103394057,5.568,0.714,34.961
"27",49,3.01033297172742,4.672,0.924,21.906
"270",78,1.99470095674125,3.128,0.105,45.64
"271",144,2.38072525120171,3.36,0.585,72.259
"272",49,1.88138924224463,1.181,0.291,46.651
"273",139,2.64222157779219,5.182,0.476,50.334
"274",91,2.17627883324334,4.075,0.641,44.458
"275",177,2.99855776514091,5.274,0.868,51.047
"276",98,2.65579097687707,4.746,0.276,40.211
"277",78,2.19926589303884,2.262,0.023,51.074
"278",144,2.20890325041227,4.977,0.388,61.191
"279",49,2.08517503860651,2.386,0.031,34.201
"28",139,2.12299770773087,3.538,0.395,67.169
"280",139,2.26402367860229,3.555,0.487,73.049
"281",91,1.83823648949094,2.332,0.211,59.828
"282",177,2.22953647618188,3.466,0.141,84.989
"283",98,2.3044022481205,4.402,0.558,43.748
"284",78,4.60620306790976,5.753,0.279,21.06
"285",144,1.84409368345484,2.301,0.077,90.191
"286",49,1.70956568410283,1.27,0.044,46.183
"287",139,2.67829207783894,6.148,0.949,45.275
"288",91,2.94965514716715,4.373,0.237,34.817
"289",177,2.16556962687068,3.377,0.328,78.538
"29",91,2.215390429731,4.21,0.324,45.876
"290",98,2.67022506922295,3.334,0.24,52.391
"291",78,2.87322809577389,5.404,0.255,29.451
"292",144,2.29218516973962,3.394,0.449,67.946
"293",49,2.13647888439678,2.367,0.173,33.293
"294",139,2.87559084028551,5.425,0.281,44.777
"295",91,2.50091189611317,4.19,0.495,41.124
"296",177,2.21647621654022,3.923,0.151,72.42
"297",98,2.35779208343011,2.685,0.709,54.061
"298",78,2.40983151347556,5.2,0.58,49.488
"299",144,2.8697678957759,5.44,0.739,44.884
"3",98,2.13304741231852,3.21,0.188,53.892
"30",177,2.17669052037467,3.137,0.287,83.774
"300",49,3.40537266813856,4.753,0.832,20.427
"301",139,2.81696128018921,5.579,0.77,49.77
"302",91,2.28226405554541,3.327,0.271,44.537
"303",177,2.27974468518445,4.256,0.109,80.151
"304",98,2.34245798999932,3.831,0.858,44.532
"305",78,2.50784271950219,5.343,0.596,35.175
"306",144,2.38713375772255,5.448,0.952,52.285
"307",49,2.68518785763531,4.025,0.759,25.198
"308",139,2.27265535750618,3.43,0.519,64.418
"309",91,2.27635654424369,3.099,0.422,49.093
"31",98,2.72129052533912,3.73,0.389,42.355
"310",177,2.43947599696431,6.32,0.23,56.824
"311",98,2.61768362329028,4.276,0.015,40.369
"312",78,2.08693355437401,2.356,0.156,50.887
"313",144,2.25149971053543,5.104,0.252,57.163
"314",49,2.080187192755,2.372,0.395,33.473
"315",139,2.21179708811926,4.185,0.438,61.633
"316",91,2.48557281091148,5.283,0.946,36.459
"317",177,2.2704210590941,3.429,0.23,86.572
"318",98,2.1610643099545,2.378,0.191,57.264
"319",78,2.67091565653699,5.665,0.303,32.096
"32",78,1.98327195406514,2.487,0.575,53.762
"320",144,2.14285010415841,3.396,0.12,66.707
"321",49,2.34118197922739,3.437,0.06,29.644
"322",139,2.25195750236269,3.21,0.372,68.681
"323",91,2.15384330112674,2.747,0.261,49.277
"324",177,2.54022354814816,5.302,0.806,74.065
"325",98,2.53411825832218,4.299,0.129,40.762
"326",78,2.35394551159,3.292,0.005,37.827
"327",144,2.42186245090691,5.194,0.625,55.12
"328",49,2.46696231585121,3.492,0.715,26.592
"329",139,2.35139424794403,4.018,0.597,56.222
"33",144,2.24999430310872,3.503,0.059,69.139
"330",91,2.0122586824579,2.383,0.504,58.893
"331",177,2.33264477499822,5.072,0.106,65.881
"332",98,2.28966866566134,3.838,0.431,45.254
"333",78,4.52996913301911,6.206,0.614,21.817
"334",144,2.91614545391227,5.609,0.204,47.674
"335",49,2.35764407399045,3.68,0.214,26.012
"336",139,2.80025337672891,4.983,0.348,44.649
"337",91,2.23021008914619,4.652,0.047,40.687
"338",177,2.60102432756429,4.603,0.56,63.498
"339",98,2.15472899177895,3.332,0.498,51.682
"34",49,2.11179414176473,2.326,0.32,33.133
"340",78,2.60814941608615,4.128,0.177,33.445
"341",144,2.1436488208076,3.359,0.708,72.951
"342",49,2.13715641836619,2.341,0.481,33.372
"343",139,3.45685540901599,5.225,0.816,44.844
"344",91,2.48783669983781,4.098,0.073,39.021
"345",177,1.99971322586316,2.31,0,113.902
"346",98,2.7585275954506,3.782,0.605,38.623
"347",78,2.0872215276602,2.798,0.512,44.051
"348",144,2.21213267655055,3.273,0.231,65.154
"349",49,2.4372961339317,3.519,0.036,32.333
"35",139,2.3017317917725,3.023,0.065,71.289
"350",139,2.21272501672102,3.226,0.54,76.954
"36",91,2.33265805459934,4.772,0.121,39.613
"37",177,2.37029446995322,5.375,0.095,60.446
"38",98,2.12628882689463,3.035,0.121,51.207
"39",78,3.21943468843803,4.441,0.473,27.85
"4",78,2.4175341419987,4.694,0.584,37.308
"40",144,2.48430587093738,5.143,0.297,55.707
"41",49,2.41520878272826,3.84,0.588,25.592
"42",139,2.6996423987187,5.352,0.929,46.136
"43",91,2.91787399741416,4.408,0.352,34.736
"44",177,2.07714314049825,2.31,0.219,112.264
"45",98,2.64756140386532,5.517,0.272,37.205
"46",78,2.2203620169435,2.342,0.373,52.194
"47",144,2.28174063684896,3.236,0.757,70.647
"48",49,2.45064348194329,2.701,0.533,31.982
"49",139,2.26477533294774,3.483,0.182,66.854
"5",144,2.14741118835072,5.383,0.115,58.9
"50",91,2.24611345355508,3.377,0.465,45.131
"51",177,2.51485084888001,6.176,0.301,56.173
"52",98,2.10139143831065,2.341,0.887,63.868
"53",78,1.90262360628716,2.514,0.035,52.793
"54",144,2.1241292487797,3.619,0.148,69.165
"55",49,2.3833782740005,5.315,0.686,24.148
"56",139,4.03570766141241,7.251,0.032,32.209
"57",91,2.65805185114379,8.856,0.78,33.033
"58",177,2.01082816946808,2.337,0.01,112.223
"59",98,1.96755546299023,2.386,0.135,64.193
"6",49,2.02748608618598,2.317,0.658,33.573
"60",78,2.11989010755039,2.352,0.327,54.808
"61",144,2.01709224618742,2.388,0.107,94.774
"62",49,2.4289553169437,3.213,0.32,26.44
"63",139,2.05213011331429,3.039,0.746,72.741
"64",91,2.22986110180421,3.076,0.246,46.735
"65",177,1.95081397905417,2.373,0.051,115.613
"66",98,2.25969185706096,3.307,0.284,47.23
"67",78,1.78938254179001,2.34,0.274,52.8
"68",144,2.28641191412853,4.327,0.9,57.6
"69",49,2.09912814863645,2.303,0.08,32.49
"7",139,2.73283873254447,4.228,0.046,54.954
"70",139,2.62041812056817,5.088,0.511,50.506
"71",91,2.76157230896755,4.477,0.799,38.628
"72",177,2.2911504559744,3.45,0.053,89.474
"73",98,1.9432458469226,2.443,0.446,69.444
"74",78,2.6531867405738,3.367,0.081,39.548
"75",144,2.04073499332394,2.366,0.034,92.785
"76",49,2.0147665176542,2.404,0.316,33.113
"77",139,3.48498766116962,6.548,0.243,47.617
"78",91,2.63206347819018,4.304,0.752,39.348
"79",177,2.49301615477274,4.995,0.481,63.601
"8",91,2.65027167859222,4.296,0.673,40.451
"80",98,1.99396464495884,2.335,0.709,62.205
"81",78,2.7489351669129,4.683,0.968,32.41
"82",144,2.55115896133181,4.308,0.564,71.21
"83",49,2.91517444747361,4.235,0.11,23.25
"84",139,2.33518722035388,5.045,0.472,57.694
"85",91,2.80397504081414,4.087,0.356,34.704
"86",177,2.08059075136336,3.293,0.168,84.194
"87",98,1.9716423313983,2.362,0.035,62.498
"88",78,3.16095670827732,4.186,0.316,30.617
"89",144,2.51859023938557,4.862,0.931,53.141
"9",177,2.2825796822945,3.779,0.484,76.22
"90",49,1.86920966398339,2.479,0.37,34.627
"91",139,2.3071760940938,4.628,0.521,63.439
"92",91,3.33034873758722,6.541,0.287,30.976
"93",177,2.7673445209568,6.128,0.611,74.69
"94",98,2.38097337037262,4.209,0.119,43.954
"95",78,2.19488046123187,4.369,0.477,42.488
"96",144,2.09560514382137,3.124,0.132,71.184
"97",49,2.87233641564341,3.447,0.185,27.756
"98",139,2.26612131657872,3.447,0.031,66.864
"99",91,2.06866438002892,3.209,0.452,48.64
