"subsample","n_total","alpha","xmin","p","n_tail"
"214",401,2.80660606056577,6.525,0.308,108.002
"215",365,2.40414356046845,5.254,0.239,108.027
"216",224,2.15962375335609,4.248,0.201,95.129
"217",271,2.72984823317441,6.245,0.453,72.352
"218",328,2.79506347840307,8.025,0.707,99.188
"219",447,2.24308065207204,4.342,0.003,167.692
"22",328,2.14161748107635,3.817,0.194,142.22
"220",179,2.0693375473922,3.291,0.547,96.174
"221",401,2.38880819658336,3.364,0.04,185.342
"222",365,2.12808683792835,3.514,0.023,166.42
"223",224,2.44531216475315,4.588,0.881,82.571
"224",271,2.28925111420695,4.498,0.651,105.627
"225",328,2.38253601942218,4.877,0.767,102.794
"226",447,2.34650205880411,5.707,0.012,140.131
"227",179,2.09790689954952,3.504,0.362,92.222
"228",401,2.46098877835103,5.139,0.114,129.246
"229",365,2.4210768916898,5.135,0.364,122.887
"23",447,2.05810859610161,3.372,0.34,203.607
"230",224,2.48920191203585,5.416,0.042,76.674
"231",271,2.82830796547985,6.895,0.077,63.03
"232",328,2.2212704959004,3.958,0.086,128.403
"233",447,2.28744728151091,3.403,0.038,203.205
"234",179,1.92748099300424,2.404,0.744,119.474
"235",401,2.36397784214437,7.491,0.828,120.191
"236",365,2.21033697256229,4.349,0.215,145.962
"237",224,2.71282679721373,5.636,0.735,68.11
"238",271,2.19988039821776,4.537,0.523,103.11
"239",328,2.22136006186449,3.446,0.073,154.277
"24",179,2.23769921870777,3.763,0.594,78.667
"240",447,2.12340801581836,3.558,0,206.398
"241",179,2.55423076229417,6.701,0.169,53.075
"242",401,2.19654399081571,3.447,0.216,201.369
"243",365,2.31660115811696,4.889,0.145,119.576
"244",224,2.40401205088613,6.368,0.356,72.858
"245",271,2.25055062719052,3.436,0.457,122.434
"246",328,2.57203426862172,6.567,0.771,88.488
"247",447,2.28048974045997,5.282,0.154,128.708
"248",179,2.07715991678505,3.537,0.108,82.708
"249",401,2.5333507405523,5.5,0.21,112.727
"25",401,2.25615977443256,3.424,0.009,195.752
"250",365,2.67210834555401,6.784,0.619,87.781
"251",224,2.06505609300743,2.278,0.001,150.459
"252",271,2.01375101069801,4.455,0.118,111.795
"253",328,2.55137943867266,5.336,0.668,97.376
"254",447,2.24025484815977,5.529,0.713,143.074
"255",179,2.28599136832586,3.439,0.973,87.946
"256",401,2.66415959796795,6.024,0.689,111.319
"257",365,2.18267350678538,3.473,0.361,155.46
"258",224,2.28328018627171,3.373,0.004,102.969
"259",271,2.78086559393301,7.524,0.429,69.329
"26",365,2.14787673671971,3.335,0.002,178.249
"260",328,2.31375135172128,3.441,0.032,141.957
"261",447,2.34830026668799,5.026,0.273,139.128
"262",179,2.42081642030721,4.385,0.232,68.735
"263",401,2.13035171686862,3.452,0.365,171.391
"264",365,2.62251821113786,6.393,0.421,91.325
"265",224,2.57628996793148,5.024,0.834,72.76
"266",271,2.34898804314111,5.176,0.236,86.273
"267",328,2.52289352301718,7.561,0.787,86.624
"268",447,2.34555303702176,4.263,0.13,164.536
"269",179,2.25349001916191,3.265,0.039,81.039
"27",224,2.1932901912142,3.432,0.004,106.955
"270",401,2.3923310168752,5.242,0.399,122.917
"271",365,2.5528951087845,5.362,0.579,101.423
"272",224,2.88118266006381,5.527,0.537,76.507
"273",271,2.31798443448912,4.602,0.166,96.935
"274",328,2.28454426366092,5.357,0.493,104.838
"275",447,2.31114022870577,5.492,0.009,138.063
"276",179,2.2208260516794,3.271,0.11,87.168
"277",401,2.4549404962407,6.045,0.585,109.339
"278",365,2.71429765483623,6.549,0.097,93.175
"279",224,2.80428389542444,5.42,0.944,66.294
"28",271,2.48107747194537,5.155,0.397,85.761
"280",271,2.10543534049039,3.279,0.203,134.573
"281",328,2.46761866087991,6.457,0.77,116.102
"282",447,2.37372469036482,6.442,0.703,123.988
"283",179,2.13487534166241,3.511,0.596,84.928
"284",401,2.24351082611959,3.855,0.163,154.411
"285",365,2.08435220336101,3.55,0.013,176.071
"286",224,2.55562192987462,5.035,0.227,74.828
"287",271,2.31513634260393,5.387,0.929,97.232
"288",328,2.56821937679533,4.503,0.857,114.089
"289",447,2.31592924437015,5.381,0.096,139.062
"29",328,2.48747634243824,5.274,0.802,103.015
"290",179,2.20772590348207,3.442,0.015,85.528
"291",401,2.45803407908381,5.662,0.039,115.521
"292",365,1.95893382079396,2.343,0,226.72
"293",224,1.95410668470172,2.356,0.132,141.075
"294",271,2.74809106772672,5.51,0.954,78.558
"295",328,1.94634077304343,2.355,0,199.544
"296",447,2.195374582814,4.413,0.051,167.182
"297",179,2.34569223236413,3.444,0.145,86.468
"298",401,2.1489600788069,3.457,0.022,194.259
"299",365,2.39439569311619,5.631,0.151,112.203
"3",179,2.4621401361789,4.325,0.932,69.693
"30",447,2.33892570914336,5.342,0.183,136.015
"300",224,2.26168846327091,5.008,0.135,90.125
"301",271,2.36917698282051,5.705,0.279,84.507
"302",328,2.39909789079847,4.747,0.872,108.297
"303",447,2.66783307637763,6.004,0.189,108.239
"304",179,2.39701689652834,4.525,0.632,71.67
"305",401,2.30576269702287,4.805,0.072,139.407
"306",365,2.26002826078983,4.631,0.109,126.184
"307",224,2.14600828830111,3.118,0.097,104.401
"308",271,1.91926402954989,2.316,0.006,173.335
"309",328,2.2153320704874,3.789,0.069,133.555
"31",179,2.61301844915488,4.8,0.94,61.524
"310",447,2.64765426885115,7.017,0.31,143.159
"311",179,2.40469260088703,5.336,0.494,70.804
"312",401,2.2820227563527,3.403,0.002,176.381
"313",365,2.35704609883472,4.154,0.099,140.697
"314",224,2.30453522625267,5.527,0.007,73.375
"315",271,2.6442301151165,5.99,0.472,80.89
"316",328,3.01568868208787,10.466,0.494,72.309
"317",447,2.20492430345347,3.444,0.013,202.745
"318",179,2.38303736775297,5.034,0.556,67.627
"319",401,2.48027509807504,5.664,0.334,122.295
"32",401,2.39955349494442,6.271,0.273,153.973
"320",365,2.45823655196946,6.533,0.433,137.759
"321",224,2.27617748613893,3.409,0.016,100.914
"322",271,2.44799118300138,5.556,0.558,85.713
"323",328,2.32256390490862,4.128,0.043,127.91
"324",447,2.09161660758663,3.452,0.031,205.104
"325",179,2.29458307120022,3.34,0.177,86.577
"326",401,2.19609334764114,3.419,0.02,176.668
"327",365,2.3308662731446,3.421,0.144,166.719
"328",224,2.3975982325381,4.958,0.508,81.143
"329",271,2.6788038016746,6.808,0.302,75.997
"33",365,2.36676462552787,5.652,0.033,112.078
"330",328,2.35365631789648,4.358,0.443,117.179
"331",447,2.10241031589971,3.672,0.718,195.87
"332",179,2.13277097392236,3.044,0.172,94.733
"333",401,2.33569044661891,5.439,0.02,125.588
"334",365,2.75010105315707,6.285,0.586,94.676
"335",224,2.15604173954502,3.735,0.036,100.765
"336",271,2.36979491235203,5.334,0.508,95.299
"337",328,2.57502085225419,5.407,0.673,101.581
"338",447,2.47790366545393,5.373,0.029,136.689
"339",179,1.9824987737203,3.186,0.301,95.514
"34",224,2.14893192994715,3.265,0.198,102.223
"340",401,2.4220137838787,5.393,0.734,113.346
"341",365,2.4139021830906,4.444,0.174,125.917
"342",224,2.28887323512326,3.391,0.691,109.668
"343",271,2.43168568818248,7.437,0.436,85.837
"344",328,2.21753026276783,3.5,0.011,157.936
"345",447,2.16034430202909,3.455,0.036,194.589
"346",179,2.43256517833615,4.248,0.158,75.395
"347",401,2.54034225195381,6.922,0.86,106.162
"348",365,2.30012130394694,5.379,0.078,113.833
"349",224,2.60189443950331,4.408,0.586,82.435
"35",271,2.28242723165658,4.168,0.32,113.773
"350",271,2.46400159835821,4.431,0.787,117.574
"36",328,2.141041408874,3.4,0.093,144.875
"37",447,2.47923501024622,5.508,0.568,124.67
"38",179,2.05282971866858,3.493,0.601,88.812
"39",401,2.14883331477565,3.512,0.243,187.779
"4",401,2.29670481407776,5.128,0.164,139.936
"40",365,2.12197542647586,3.314,0.692,172.757
"41",224,2.63527210467976,6.199,0.109,61.504
"42",271,2.38878358727411,5.048,0.492,114.819
"43",328,2.645699991414,5.123,0.471,96.511
"44",447,2.22955843851959,4.289,0.55,171.446
"45",179,2.25016447571386,3.489,0.268,86.772
"46",401,2.47701281855542,6.697,0.912,102.723
"47",365,2.08531251846957,3.549,0.01,165.879
"48",224,2.59975042359312,4.767,0.893,80.095
"49",271,2.60214588077947,5.654,0.83,76.645
"5",365,2.23588585307912,5.251,0.127,120.683
"50",328,2.55265973426333,7.02,0.074,88.941
"51",447,2.90211716923229,9.298,0.371,82.909
"52",179,2.33333499476338,3.43,0.405,91.73
"53",401,2.64772326792824,7.543,0.155,93.815
"54",365,2.34849223647906,5.125,0.841,123.34
"55",224,2.34821023220338,4.263,0.125,84.508
"56",271,2.57234340800311,6.548,0.672,72.053
"57",328,2.5043514308143,5.746,0.824,102.06
"58",447,2.09443606354065,3.179,0.004,208.373
"59",179,2.34666449308548,3.876,0.336,72.721
"6",224,3.14436246093206,6.532,0.494,52.27
"60",401,2.84060181542801,6.445,0.949,100.341
"61",365,2.51404239632858,5.116,0.959,111.688
"62",224,2.45640874752748,4.752,0.107,81.635
"63",271,2.41969624568937,5.228,0.337,86.375
"64",328,2.5208145344808,5.586,0.156,94.003
"65",447,2.63179580508286,7.23,0.985,118.075
"66",179,2.45374301098177,4.359,0.357,70.752
"67",401,2.77793254091145,8.013,0.621,122.979
"68",365,2.19528867369214,3.472,0.049,160.123
"69",224,2.61224584649021,5.422,0.145,67.176
"7",271,2.02634148749137,2.343,0.09,164.878
"70",271,1.96663654589711,2.348,0.065,180.746
"71",328,2.24280637504279,5.334,0.382,108.829
"72",447,2.37071937793831,5.119,0.134,142.816
"73",179,2.0217323113426,2.325,0.043,122.479
"74",401,2.21765677031383,4.272,0.017,153.436
"75",365,2.06312856349224,3.558,0.039,186.719
"76",224,1.99960848618662,2.336,0.011,147.487
"77",271,2.29105997272524,4.016,0.894,115.296
"78",328,2.62282027245436,5.844,0.55,95.994
"79",447,3.20599619326893,8.729,0.8,75.901
"8",328,2.25139317358969,3.417,0.237,154.773
"80",179,2.9609783344115,6.225,0.913,49.178
"81",401,2.19142268130566,3.444,0.089,182.693
"82",365,2.84975748169323,6.599,0.706,83.68
"83",224,2.48474641033933,4.958,0.078,73.843
"84",271,2.65028695182334,7.429,0.439,65.67
"85",328,1.92682800528508,2.34,0.004,210.882
"86",447,2.34593480048776,5.343,0.235,134.807
"87",179,2.21497814752027,3.482,0.783,92.22
"88",401,2.20118444228212,3.401,0.257,178.35
"89",365,2.18031489634182,3.597,0.284,158.1
"9",447,2.5674952082116,5.318,0.3,128.366
"90",224,2.31057740683218,3.295,0.109,97.088
"91",271,2.09741190357463,3.396,0.05,125.764
"92",328,2.53957237670777,6.61,0.204,95.549
"93",447,2.744805129193,8.649,0.928,95.628
"94",179,2.80222349016492,4.609,0.767,56.916
"95",401,2.41470859009189,4.964,0.186,131.531
"96",365,2.53974764280649,5.58,0.795,102.467
"97",224,2.9137108672952,6.215,0.776,57.807
"98",271,2.42324440447241,6.248,0.795,91.21
"99",328,2.08788563926703,3.544,0.034,148.509
