"ID_sample","identifier"
"157","Sample 98"
"158","Sample 78"
"159","Sample 144"
"160","Sample 49"
"161","Sample 139"
"162","Sample 91"
"163","Sample 177"
"164","Sample 98"
"165","Sample 78"
"166","Sample 144"
"167","Sample 49"
"168","Sample 139"
"169","Sample 91"
"170","Sample 177"
"171","Sample 98"
"172","Sample 78"
"173","Sample 144"
"174","Sample 49"
"175","Sample 139"
"176","Sample 91"
"177","Sample 177"
"178","Sample 98"
"179","Sample 78"
"180","Sample 144"
"181","Sample 49"
"182","Sample 139"
"183","Sample 91"
"184","Sample 177"
"185","Sample 98"
"186","Sample 78"
"187","Sample 144"
"188","Sample 49"
"189","Sample 139"
"190","Sample 91"
"191","Sample 177"
"192","Sample 98"
"193","Sample 78"
"194","Sample 144"
"195","Sample 49"
"196","Sample 139"
"197","Sample 91"
"198","Sample 177"
"199","Sample 98"
"200","Sample 78"
"201","Sample 144"
"202","Sample 49"
"203","Sample 139"
"204","Sample 91"
"205","Sample 177"
"206","Sample 98"
"207","Sample 78"
"208","Sample 144"
"209","Sample 49"
"210","Sample 139"
"211","Sample 91"
"212","Sample 177"
"213","Sample 98"
"214","Sample 78"
"215","Sample 144"
"216","Sample 49"
"217","Sample 139"
"218","Sample 91"
"219","Sample 177"
"220","Sample 98"
"221","Sample 78"
"222","Sample 144"
"223","Sample 49"
"224","Sample 139"
"225","Sample 91"
"226","Sample 177"
"227","Sample 98"
"228","Sample 78"
"229","Sample 144"
"230","Sample 49"
"231","Sample 139"
"232","Sample 91"
"233","Sample 177"
"234","Sample 98"
"235","Sample 78"
"236","Sample 144"
"237","Sample 49"
"238","Sample 139"
"239","Sample 91"
"240","Sample 177"
"241","Sample 98"
"242","Sample 78"
"243","Sample 144"
"244","Sample 49"
"245","Sample 139"
"246","Sample 91"
"247","Sample 177"
"248","Sample 98"
"249","Sample 78"
"250","Sample 144"
"251","Sample 49"
"252","Sample 139"
"253","Sample 91"
"254","Sample 177"
"255","Sample 98"
"256","Sample 78"
"257","Sample 144"
"258","Sample 49"
"259","Sample 139"
"260","Sample 91"
"261","Sample 177"
"262","Sample 98"
"263","Sample 78"
"264","Sample 144"
"265","Sample 49"
"266","Sample 139"
"267","Sample 91"
"268","Sample 177"
"269","Sample 98"
"270","Sample 78"
"271","Sample 144"
"272","Sample 49"
"273","Sample 139"
"274","Sample 91"
"275","Sample 177"
"276","Sample 98"
"277","Sample 78"
"278","Sample 144"
"279","Sample 49"
"280","Sample 139"
"281","Sample 91"
"282","Sample 177"
"283","Sample 98"
"284","Sample 78"
"285","Sample 144"
"286","Sample 49"
"287","Sample 139"
"288","Sample 91"
"289","Sample 177"
"290","Sample 98"
"291","Sample 78"
"292","Sample 144"
"293","Sample 49"
"294","Sample 139"
"295","Sample 91"
"296","Sample 177"
"297","Sample 98"
"298","Sample 78"
"299","Sample 144"
"300","Sample 49"
"301","Sample 139"
"302","Sample 91"
"303","Sample 177"
"304","Sample 98"
"305","Sample 78"
"306","Sample 144"
"307","Sample 49"
"308","Sample 139"
"309","Sample 91"
"310","Sample 177"
"311","Sample 98"
"312","Sample 78"
"313","Sample 144"
"314","Sample 49"
"315","Sample 139"
"316","Sample 91"
"317","Sample 177"
"318","Sample 98"
"319","Sample 78"
"320","Sample 144"
"321","Sample 49"
"322","Sample 139"
"323","Sample 91"
"324","Sample 177"
"325","Sample 98"
"326","Sample 78"
"327","Sample 144"
"328","Sample 49"
"329","Sample 139"
"330","Sample 91"
"331","Sample 177"
"332","Sample 98"
"333","Sample 78"
"334","Sample 144"
"335","Sample 49"
"336","Sample 139"
"337","Sample 91"
"338","Sample 177"
"339","Sample 98"
"340","Sample 78"
"341","Sample 144"
"342","Sample 49"
"343","Sample 139"
"344","Sample 91"
"345","Sample 177"
"346","Sample 98"
"347","Sample 78"
"348","Sample 144"
"349","Sample 49"
"350","Sample 139"
