"ID_sample","identifier"
"212","Sample 33"
"213","Sample 23"
"214","Sample 51"
"215","Sample 13"
"216","Sample 11"
"217","Sample 12"
"218","Sample 23"
"219","Sample 25"
"220","Sample 26"
"221","Sample 38"
"222","Sample 33"
"223","Sample 23"
"224","Sample 51"
"225","Sample 13"
"226","Sample 11"
"227","Sample 12"
"228","Sample 23"
"229","Sample 25"
"230","Sample 26"
"231","Sample 38"
"232","Sample 33"
"233","Sample 23"
"234","Sample 51"
"235","Sample 13"
"236","Sample 11"
"237","Sample 12"
"238","Sample 23"
"239","Sample 25"
"240","Sample 26"
"241","Sample 38"
"242","Sample 33"
"243","Sample 23"
"244","Sample 51"
"245","Sample 13"
"246","Sample 11"
"247","Sample 12"
"248","Sample 23"
"249","Sample 25"
"250","Sample 26"
"251","Sample 38"
"252","Sample 33"
"253","Sample 23"
"254","Sample 51"
"255","Sample 13"
"256","Sample 11"
"257","Sample 12"
"258","Sample 23"
"259","Sample 25"
"260","Sample 26"
"261","Sample 38"
"262","Sample 33"
"263","Sample 23"
"264","Sample 51"
"265","Sample 13"
"266","Sample 11"
"267","Sample 12"
"268","Sample 23"
"269","Sample 25"
"270","Sample 26"
"271","Sample 38"
"272","Sample 33"
"273","Sample 23"
"274","Sample 51"
"275","Sample 13"
"276","Sample 11"
"277","Sample 12"
"278","Sample 23"
"279","Sample 25"
"280","Sample 26"
"281","Sample 38"
"282","Sample 33"
"283","Sample 23"
"284","Sample 51"
"285","Sample 13"
"286","Sample 11"
"287","Sample 12"
"288","Sample 23"
"289","Sample 25"
"290","Sample 26"
"291","Sample 38"
"292","Sample 33"
"293","Sample 23"
"294","Sample 51"
"295","Sample 13"
"296","Sample 11"
"297","Sample 12"
"298","Sample 23"
"299","Sample 25"
"300","Sample 26"
"301","Sample 38"
"302","Sample 33"
"303","Sample 23"
"304","Sample 51"
"305","Sample 13"
"306","Sample 11"
"307","Sample 12"
"308","Sample 23"
"309","Sample 25"
"310","Sample 26"
"311","Sample 38"
"312","Sample 33"
"313","Sample 23"
"314","Sample 51"
"315","Sample 13"
"316","Sample 11"
"317","Sample 12"
"318","Sample 23"
"319","Sample 25"
"320","Sample 26"
"321","Sample 38"
"322","Sample 33"
"323","Sample 23"
"324","Sample 51"
"325","Sample 13"
"326","Sample 11"
"327","Sample 12"
"328","Sample 23"
"329","Sample 25"
"330","Sample 26"
"331","Sample 38"
"332","Sample 33"
"333","Sample 23"
"334","Sample 51"
"335","Sample 13"
"336","Sample 11"
"337","Sample 12"
"338","Sample 23"
"339","Sample 25"
"340","Sample 26"
"341","Sample 38"
"342","Sample 33"
"343","Sample 23"
"344","Sample 51"
"345","Sample 13"
"346","Sample 11"
"347","Sample 12"
"348","Sample 23"
"349","Sample 25"
"350","Sample 26"
"351","Sample 38"
"352","Sample 33"
"353","Sample 23"
"354","Sample 51"
"355","Sample 13"
"356","Sample 11"
"357","Sample 12"
"358","Sample 23"
"359","Sample 25"
"360","Sample 26"
"361","Sample 38"
"362","Sample 33"
"363","Sample 23"
"364","Sample 51"
"365","Sample 13"
"366","Sample 11"
"367","Sample 12"
"368","Sample 23"
"369","Sample 25"
"370","Sample 26"
"371","Sample 38"
"372","Sample 33"
"373","Sample 23"
"374","Sample 51"
"375","Sample 13"
"376","Sample 11"
"377","Sample 12"
"378","Sample 23"
"379","Sample 25"
"380","Sample 26"
"381","Sample 38"
"382","Sample 33"
"383","Sample 23"
"384","Sample 51"
"385","Sample 13"
"386","Sample 11"
"387","Sample 12"
"388","Sample 23"
"389","Sample 25"
"390","Sample 26"
"391","Sample 38"
"392","Sample 33"
"393","Sample 23"
"394","Sample 51"
"395","Sample 13"
"396","Sample 11"
"397","Sample 12"
"398","Sample 23"
"399","Sample 25"
"400","Sample 26"
"401","Sample 38"
"402","Sample 33"
"403","Sample 23"
"404","Sample 51"
"405","Sample 13"
"406","Sample 11"
"407","Sample 12"
"408","Sample 23"
"409","Sample 25"
"410","Sample 26"
"411","Sample 38"
"412","Sample 33"
"413","Sample 23"
"414","Sample 51"
"415","Sample 13"
"416","Sample 11"
"417","Sample 12"
"418","Sample 23"
"419","Sample 25"
"420","Sample 26"
"421","Sample 38"
"422","Sample 33"
"423","Sample 23"
"424","Sample 51"
"425","Sample 13"
"426","Sample 11"
"427","Sample 12"
"428","Sample 23"
"429","Sample 25"
"430","Sample 26"
"431","Sample 38"
"432","Sample 33"
"433","Sample 23"
"434","Sample 51"
"435","Sample 13"
"436","Sample 11"
"437","Sample 12"
"438","Sample 23"
"439","Sample 25"
"440","Sample 26"
"441","Sample 38"
"442","Sample 33"
"443","Sample 23"
"444","Sample 51"
"445","Sample 13"
"446","Sample 11"
"447","Sample 12"
"448","Sample 23"
"449","Sample 25"
"450","Sample 26"
"451","Sample 38"
"452","Sample 33"
"453","Sample 23"
"454","Sample 51"
"455","Sample 13"
"456","Sample 11"
"457","Sample 12"
"458","Sample 23"
"459","Sample 25"
"460","Sample 26"
"461","Sample 38"
"462","Sample 33"
"463","Sample 23"
"464","Sample 51"
"465","Sample 13"
"466","Sample 11"
"467","Sample 12"
"468","Sample 23"
"469","Sample 25"
"470","Sample 26"
"471","Sample 38"
"472","Sample 33"
"473","Sample 23"
"474","Sample 51"
"475","Sample 13"
"476","Sample 11"
"477","Sample 12"
"478","Sample 23"
"479","Sample 25"
"480","Sample 26"
"481","Sample 38"
"482","Sample 33"
"483","Sample 23"
"484","Sample 51"
"485","Sample 13"
"486","Sample 11"
"487","Sample 12"
"488","Sample 23"
"489","Sample 25"
"490","Sample 26"
"491","Sample 38"
"492","Sample 33"
"493","Sample 23"
"494","Sample 51"
"495","Sample 13"
"496","Sample 11"
"497","Sample 12"
"498","Sample 23"
"499","Sample 25"
"500","Sample 26"
