"subsample","n_total","alpha","xmin","p","n_tail"
"906",51,2.03389531929495,3.125,0.207,31.18
"907",22,1.96410545997574,2.063,0.914,17.533
"908",46,2.46266823097153,3.848,0.775,26.679
"909",160,1.89147525321832,2.387,0.028,101.554
"91",25,2.16669314628755,2.165,0.179,18.251
"910",29,2.15627698186144,2.462,0.977,21.344
"911",133,1.92074003069603,2.434,0.03,86.282
"912",55,2.39251718801908,3.473,0.158,31.426
"913",46,2.30114841643048,3.334,0.778,27.209
"914",66,2.26972125841746,3.207,0.851,37.245
"915",24,2.14568522825995,2.52,0.547,18.301
"916",84,2.13278463587943,2.315,0.795,50.763
"917",30,2.11918127438707,2.506,0.077,21.554
"918",94,2.02722399865217,3.322,0.033,55.155
"919",123,2.80644140313813,5.415,0.716,42.014
"92",92,2.99667760935683,5.001,0.437,38.056
"920",93,2.56158966011261,4.602,0.158,37.341
"921",108,2.56495618201918,4.592,0.77,44.928
"922",63,2.29219398410728,4.071,0.476,34.855
"923",10,1.94958541269626,1.495,0.526,9.2234693877551
"924",31,1.73799530480021,1.323,0.253,28.928
"925",71,2.88116454221016,4.973,0.884,33.059
"926",54,2.87760085417128,5.658,0.512,30.958
"927",139,2.8291056950952,4.619,0.721,54.605
"928",88,2.19864185312495,2.87,0.7,47.501
"929",379,2.14679782271913,3.519,0.002,174.492
"93",92,2.74518340427551,4.9,0.723,39.616
"930",78,2.02607770716974,3.117,0.585,45.658
"931",78,2.02872324241273,3.468,0.078,41.931
"932",25,1.84593644179515,1.256,0.363,23.626
"933",92,2.52723949975569,4.395,0.228,42.761
"934",92,2.19159853215354,3.514,0.347,47.585
"935",51,2.4993899316629,3.396,0.799,29.155
"936",22,2.21098259742006,1.99,0.263,16.453
"937",46,2.3897362847314,3.444,0.037,28.202
"938",160,2.22952135813131,3.483,0.899,76.192
"939",29,2.56956005965133,4.422,0.754,19.069
"94",51,2.10886123509201,1.945,0.669,35.354
"940",133,2.30870236183255,4.095,0.332,55.792
"941",55,3.06867287603149,4.11,0.585,23.768
"942",46,3.33203239439366,4.706,0.647,19.617
"943",66,1.94009448647625,2.508,0.597,45.475
"944",24,2.43414502856371,1.799,0.847,17.6082164328657
"945",84,1.73318090425498,1.148,0.192,80.178
"946",30,3.11905875979166,3.324,0.746,16.791
"947",94,2.50815069051263,5.942,0.732,41.926
"948",123,2.21409506734512,3.38,0.747,62.954
"949",93,2.42550617389336,3.356,0.362,44.434
"95",22,2.06177287639592,2.224,0.038,16.618
"950",108,2.22794471194793,2.735,0.634,59.298
"951",63,2.61158479904147,4.216,0.408,28.778
"952",10,1.79155871827433,1.899,0.502,9.15879396984925
"953",31,3.10161516606397,6.149,0.597,15.016
"954",71,2.38363566617415,4.366,0.128,34.227
"955",54,1.75578738126728,1.2,0.08,51.193
"956",139,2.11471055544434,3.471,0.012,69.101
"957",88,2.16870595453317,2.332,0.353,51.897
"958",379,2.18575275121916,4.421,0.229,129.047
"959",78,2.42167417072407,4.775,0.551,41.224
"96",46,2.38059744351032,3.625,0.592,26.242
"960",78,3.03282543437267,5.991,0.275,31.669
"961",25,2.01781015762055,1.189,0.435,23.533
"962",92,2.20256834727541,3.525,0.443,48.916
"963",92,2.86142437478104,4.633,0.827,36.149
"964",51,2.30467659101592,3.014,0.402,28.388
"965",22,3.2174733078038,3.505,0.569,13.846
"966",46,2.52734076283865,2.645,0.103,26.447
"967",160,2.80694711737716,6.12,0.484,52.405
"968",29,2.145006030535,2.524,0.837,24.285
"969",133,2.41680677198967,4.416,0.454,50.779
"97",160,2.25247768543563,3.259,0.808,83.103
"970",55,2.05439101012254,3.036,0.267,32.59
"971",46,2.06884808264718,2.269,0.214,31.184
"972",66,2.69408327093264,3.722,0.335,30.51
"973",24,2.57322192871253,2.342,0.471,19.063
"974",84,2.27674169382815,3.133,0.773,46.863
"975",30,2.18127006978897,4.022,0.24,20.295
"976",94,1.8406151366542,2.528,0.309,63.561
"977",123,1.90670606216741,2.271,0.25,75.851
"978",93,2.09388265355966,2.335,0.073,56.369
"979",108,2.29839767379742,3.469,0.638,50.798
"98",29,3.2662852730323,7.312,0.21,14.248
"980",63,2.12374627734186,2.326,0.344,46.987
"981",10,2.21807646947893,2.995,0.604,9.02502502502503
"982",31,2.57391557391928,2.842,0.794,18.78
"983",71,2.64555274256971,4.867,0.234,30.633
"984",54,2.10444174003471,3.126,0.731,31.876
"985",139,2.2018088534696,5.158,0.311,58.155
"986",88,2.38752903781732,3.409,0.634,45.686
"987",379,2.40448444774699,5.772,0.381,131.409
"988",78,2.88220515444605,5.135,0.935,29.886
"989",78,2.41225491327914,4.634,0.974,35.662
"99",133,2.5243253286664,3.318,0.558,67.811
"990",25,3.4929823560446,4.288,0.653,13.393
"991",92,2.33694402664613,3.162,0.157,48.118
"992",92,2.72029934514845,5.275,0.447,36.814
"993",51,2.37862878583591,3.196,0.442,28.139
"994",22,2.24301411101952,2.46,0.287,16.637
"995",46,2.0365674038986,1.826,0.251,33.919
"996",160,2.16811880360815,3.299,0.642,73.946
"997",29,2.58074004627393,1.984,0.944,19.179
"998",133,1.95736135406171,2.357,0.334,81.963
"999",55,2.93152458395727,3.402,0.044,28.256
