"ID_sample","identifier"
"172","Sample 133"
"173","Sample 55"
"174","Sample 46"
"175","Sample 66"
"176","Sample 24"
"177","Sample 84"
"178","Sample 30"
"179","Sample 94"
"180","Sample 123"
"181","Sample 93"
"182","Sample 108"
"183","Sample 63"
"184","Sample 10"
"185","Sample 31"
"186","Sample 71"
"187","Sample 54"
"188","Sample 139"
"189","Sample 88"
"190","Sample 379"
"191","Sample 78"
"192","Sample 25"
"193","Sample 92"
"194","Sample 51"
"195","Sample 22"
"196","Sample 46"
"197","Sample 160"
"198","Sample 29"
"199","Sample 133"
"200","Sample 55"
"201","Sample 46"
"202","Sample 66"
"203","Sample 24"
"204","Sample 84"
"205","Sample 30"
"206","Sample 94"
"207","Sample 123"
"208","Sample 93"
"209","Sample 108"
"210","Sample 63"
"211","Sample 10"
"212","Sample 31"
"213","Sample 71"
"214","Sample 54"
"215","Sample 139"
"216","Sample 88"
"217","Sample 379"
"218","Sample 78"
"219","Sample 25"
"220","Sample 92"
"221","Sample 51"
"222","Sample 22"
"223","Sample 46"
"224","Sample 160"
"225","Sample 29"
"226","Sample 133"
"227","Sample 55"
"228","Sample 46"
"229","Sample 66"
"230","Sample 24"
"231","Sample 84"
"232","Sample 30"
"233","Sample 94"
"234","Sample 123"
"235","Sample 93"
"236","Sample 108"
"237","Sample 63"
"238","Sample 10"
"239","Sample 31"
"240","Sample 71"
"241","Sample 54"
"242","Sample 139"
"243","Sample 88"
"244","Sample 379"
"245","Sample 78"
"246","Sample 25"
"247","Sample 92"
"248","Sample 51"
"249","Sample 22"
"250","Sample 46"
"251","Sample 160"
"252","Sample 29"
"253","Sample 133"
"254","Sample 55"
"255","Sample 46"
"256","Sample 66"
"257","Sample 24"
"258","Sample 84"
"259","Sample 30"
"260","Sample 94"
"261","Sample 123"
"262","Sample 93"
"263","Sample 108"
"264","Sample 63"
"265","Sample 10"
"266","Sample 31"
"267","Sample 71"
"268","Sample 54"
"269","Sample 139"
"270","Sample 88"
"271","Sample 379"
"272","Sample 78"
"273","Sample 25"
"274","Sample 92"
"275","Sample 51"
"276","Sample 22"
"277","Sample 46"
"278","Sample 160"
"279","Sample 29"
"280","Sample 133"
"281","Sample 55"
"282","Sample 46"
"283","Sample 66"
"284","Sample 24"
"285","Sample 84"
"286","Sample 30"
"287","Sample 94"
"288","Sample 123"
"289","Sample 93"
"290","Sample 108"
"291","Sample 63"
"292","Sample 10"
"293","Sample 31"
"294","Sample 71"
"295","Sample 54"
"296","Sample 139"
"297","Sample 88"
"298","Sample 379"
"299","Sample 78"
"300","Sample 25"
"301","Sample 92"
"302","Sample 51"
"303","Sample 22"
"304","Sample 46"
"305","Sample 160"
"306","Sample 29"
"307","Sample 133"
"308","Sample 55"
"309","Sample 46"
"310","Sample 66"
"311","Sample 24"
"312","Sample 84"
"313","Sample 30"
"314","Sample 94"
"315","Sample 123"
"316","Sample 93"
"317","Sample 108"
"318","Sample 63"
"319","Sample 10"
"320","Sample 31"
"321","Sample 71"
"322","Sample 54"
"323","Sample 139"
"324","Sample 88"
"325","Sample 379"
"326","Sample 78"
"327","Sample 25"
"328","Sample 92"
"329","Sample 51"
"330","Sample 22"
"331","Sample 46"
"332","Sample 160"
"333","Sample 29"
"334","Sample 133"
"335","Sample 55"
"336","Sample 46"
"337","Sample 66"
"338","Sample 24"
"339","Sample 84"
"340","Sample 30"
"341","Sample 94"
"342","Sample 123"
"343","Sample 93"
"344","Sample 108"
"345","Sample 63"
"346","Sample 10"
"347","Sample 31"
"348","Sample 71"
"349","Sample 54"
"350","Sample 139"
"351","Sample 88"
"352","Sample 379"
"353","Sample 78"
"354","Sample 25"
"355","Sample 92"
"356","Sample 51"
"357","Sample 22"
"358","Sample 46"
"359","Sample 160"
"360","Sample 29"
"361","Sample 133"
"362","Sample 55"
"363","Sample 46"
"364","Sample 66"
"365","Sample 24"
"366","Sample 84"
"367","Sample 30"
"368","Sample 94"
"369","Sample 123"
"370","Sample 93"
"371","Sample 108"
"372","Sample 63"
"373","Sample 10"
"374","Sample 31"
"375","Sample 71"
"376","Sample 54"
"377","Sample 139"
"378","Sample 88"
"379","Sample 379"
"380","Sample 78"
"381","Sample 25"
"382","Sample 92"
"383","Sample 51"
"384","Sample 22"
"385","Sample 46"
"386","Sample 160"
"387","Sample 29"
"388","Sample 133"
"389","Sample 55"
"390","Sample 46"
"391","Sample 66"
"392","Sample 24"
"393","Sample 84"
"394","Sample 30"
"395","Sample 94"
"396","Sample 123"
"397","Sample 93"
"398","Sample 108"
"399","Sample 63"
"400","Sample 10"
"401","Sample 31"
"402","Sample 71"
"403","Sample 54"
"404","Sample 139"
"405","Sample 88"
"406","Sample 379"
"407","Sample 78"
"408","Sample 25"
"409","Sample 92"
"410","Sample 51"
"411","Sample 22"
"412","Sample 46"
"413","Sample 160"
"414","Sample 29"
"415","Sample 133"
"416","Sample 55"
"417","Sample 46"
"418","Sample 66"
"419","Sample 24"
"420","Sample 84"
"421","Sample 30"
"422","Sample 94"
"423","Sample 123"
"424","Sample 93"
"425","Sample 108"
"426","Sample 63"
"427","Sample 10"
"428","Sample 31"
"429","Sample 71"
"430","Sample 54"
"431","Sample 139"
"432","Sample 88"
"433","Sample 379"
"434","Sample 78"
"435","Sample 25"
"436","Sample 92"
"437","Sample 51"
"438","Sample 22"
"439","Sample 46"
"440","Sample 160"
"441","Sample 29"
"442","Sample 133"
"443","Sample 55"
"444","Sample 46"
"445","Sample 66"
"446","Sample 24"
"447","Sample 84"
"448","Sample 30"
"449","Sample 94"
"450","Sample 123"
"451","Sample 93"
"452","Sample 108"
"453","Sample 63"
"454","Sample 10"
"455","Sample 31"
"456","Sample 71"
"457","Sample 54"
"458","Sample 139"
"459","Sample 88"
"460","Sample 379"
"461","Sample 78"
"462","Sample 25"
"463","Sample 92"
"464","Sample 51"
"465","Sample 22"
"466","Sample 46"
"467","Sample 160"
"468","Sample 29"
"469","Sample 133"
"470","Sample 55"
"471","Sample 46"
"472","Sample 66"
"473","Sample 24"
"474","Sample 84"
"475","Sample 30"
"476","Sample 94"
"477","Sample 123"
"478","Sample 93"
"479","Sample 108"
"480","Sample 63"
"481","Sample 10"
"482","Sample 31"
"483","Sample 71"
"484","Sample 54"
"485","Sample 139"
"486","Sample 88"
"487","Sample 379"
"488","Sample 78"
"489","Sample 25"
"490","Sample 92"
"491","Sample 51"
"492","Sample 22"
"493","Sample 46"
"494","Sample 160"
"495","Sample 29"
"496","Sample 133"
"497","Sample 55"
"498","Sample 46"
"499","Sample 66"
"500","Sample 24"
"501","Sample 84"
"502","Sample 30"
"503","Sample 94"
"504","Sample 123"
"505","Sample 93"
"506","Sample 108"
"507","Sample 63"
"508","Sample 10"
"509","Sample 31"
"510","Sample 71"
"511","Sample 54"
"512","Sample 139"
"513","Sample 88"
"514","Sample 379"
"515","Sample 78"
"516","Sample 25"
"517","Sample 92"
"518","Sample 51"
"519","Sample 22"
"520","Sample 46"
"521","Sample 160"
"522","Sample 29"
"523","Sample 133"
"524","Sample 55"
"525","Sample 46"
"526","Sample 66"
"527","Sample 24"
"528","Sample 84"
"529","Sample 30"
"530","Sample 94"
"531","Sample 123"
"532","Sample 93"
"533","Sample 108"
"534","Sample 63"
"535","Sample 10"
"536","Sample 31"
"537","Sample 71"
"538","Sample 54"
"539","Sample 139"
"540","Sample 88"
"541","Sample 379"
"542","Sample 78"
"543","Sample 25"
"544","Sample 92"
"545","Sample 51"
"546","Sample 22"
"547","Sample 46"
"548","Sample 160"
"549","Sample 29"
"550","Sample 133"
"551","Sample 55"
"552","Sample 46"
"553","Sample 66"
"554","Sample 24"
"555","Sample 84"
"556","Sample 30"
"557","Sample 94"
"558","Sample 123"
"559","Sample 93"
"560","Sample 108"
"561","Sample 63"
"562","Sample 10"
"563","Sample 31"
"564","Sample 71"
"565","Sample 54"
"566","Sample 139"
"567","Sample 88"
"568","Sample 379"
"569","Sample 78"
"570","Sample 25"
"571","Sample 92"
"572","Sample 51"
"573","Sample 22"
"574","Sample 46"
"575","Sample 160"
"576","Sample 29"
"577","Sample 133"
"578","Sample 55"
"579","Sample 46"
"580","Sample 66"
"581","Sample 24"
"582","Sample 84"
"583","Sample 30"
"584","Sample 94"
"585","Sample 123"
"586","Sample 93"
"587","Sample 108"
"588","Sample 63"
"589","Sample 10"
"590","Sample 31"
"591","Sample 71"
"592","Sample 54"
"593","Sample 139"
"594","Sample 88"
"595","Sample 379"
"596","Sample 78"
"597","Sample 25"
"598","Sample 92"
"599","Sample 51"
"600","Sample 22"
"601","Sample 46"
"602","Sample 160"
"603","Sample 29"
"604","Sample 133"
"605","Sample 55"
"606","Sample 46"
"607","Sample 66"
"608","Sample 24"
"609","Sample 84"
"610","Sample 30"
"611","Sample 94"
"612","Sample 123"
"613","Sample 93"
"614","Sample 108"
"615","Sample 63"
"616","Sample 10"
"617","Sample 31"
"618","Sample 71"
"619","Sample 54"
"620","Sample 139"
"621","Sample 88"
"622","Sample 379"
"623","Sample 78"
"624","Sample 25"
"625","Sample 92"
"626","Sample 51"
"627","Sample 22"
"628","Sample 46"
"629","Sample 160"
"630","Sample 29"
"631","Sample 133"
"632","Sample 55"
"633","Sample 46"
"634","Sample 66"
"635","Sample 24"
"636","Sample 84"
"637","Sample 30"
"638","Sample 94"
"639","Sample 123"
"640","Sample 93"
"641","Sample 108"
"642","Sample 63"
"643","Sample 10"
"644","Sample 31"
"645","Sample 71"
"646","Sample 54"
"647","Sample 139"
"648","Sample 88"
"649","Sample 379"
"650","Sample 78"
"651","Sample 25"
"652","Sample 92"
"653","Sample 51"
"654","Sample 22"
"655","Sample 46"
"656","Sample 160"
"657","Sample 29"
"658","Sample 133"
"659","Sample 55"
"660","Sample 46"
"661","Sample 66"
"662","Sample 24"
"663","Sample 84"
"664","Sample 30"
"665","Sample 94"
"666","Sample 123"
"667","Sample 93"
"668","Sample 108"
"669","Sample 63"
"670","Sample 10"
"671","Sample 31"
"672","Sample 71"
"673","Sample 54"
"674","Sample 139"
"675","Sample 88"
"676","Sample 379"
"677","Sample 78"
"678","Sample 25"
"679","Sample 92"
"680","Sample 51"
"681","Sample 22"
"682","Sample 46"
"683","Sample 160"
"684","Sample 29"
"685","Sample 133"
"686","Sample 55"
"687","Sample 46"
"688","Sample 66"
"689","Sample 24"
"690","Sample 84"
"691","Sample 30"
"692","Sample 94"
"693","Sample 123"
"694","Sample 93"
"695","Sample 108"
"696","Sample 63"
"697","Sample 10"
"698","Sample 31"
"699","Sample 71"
"700","Sample 54"
"701","Sample 139"
"702","Sample 88"
"703","Sample 379"
"704","Sample 78"
"705","Sample 25"
"706","Sample 92"
"707","Sample 51"
"708","Sample 22"
"709","Sample 46"
"710","Sample 160"
"711","Sample 29"
"712","Sample 133"
"713","Sample 55"
"714","Sample 46"
"715","Sample 66"
"716","Sample 24"
"717","Sample 84"
"718","Sample 30"
"719","Sample 94"
"720","Sample 123"
"721","Sample 93"
"722","Sample 108"
"723","Sample 63"
"724","Sample 10"
"725","Sample 31"
"726","Sample 71"
"727","Sample 54"
"728","Sample 139"
"729","Sample 88"
"730","Sample 379"
"731","Sample 78"
"732","Sample 25"
"733","Sample 92"
"734","Sample 51"
"735","Sample 22"
"736","Sample 46"
"737","Sample 160"
"738","Sample 29"
"739","Sample 133"
"740","Sample 55"
"741","Sample 46"
"742","Sample 66"
"743","Sample 24"
"744","Sample 84"
"745","Sample 30"
"746","Sample 94"
"747","Sample 123"
"748","Sample 93"
"749","Sample 108"
"750","Sample 63"
"751","Sample 10"
"752","Sample 31"
"753","Sample 71"
"754","Sample 54"
"755","Sample 139"
"756","Sample 88"
"757","Sample 379"
"758","Sample 78"
"759","Sample 25"
"760","Sample 92"
"761","Sample 51"
"762","Sample 22"
"763","Sample 46"
"764","Sample 160"
"765","Sample 29"
"766","Sample 133"
"767","Sample 55"
"768","Sample 46"
"769","Sample 66"
"770","Sample 24"
"771","Sample 84"
"772","Sample 30"
"773","Sample 94"
"774","Sample 123"
"775","Sample 93"
"776","Sample 108"
"777","Sample 63"
"778","Sample 10"
"779","Sample 31"
"780","Sample 71"
"781","Sample 54"
"782","Sample 139"
"783","Sample 88"
"784","Sample 379"
"785","Sample 78"
"786","Sample 25"
"787","Sample 92"
"788","Sample 51"
"789","Sample 22"
"790","Sample 46"
"791","Sample 160"
"792","Sample 29"
"793","Sample 133"
"794","Sample 55"
"795","Sample 46"
"796","Sample 66"
"797","Sample 24"
"798","Sample 84"
"799","Sample 30"
"800","Sample 94"
"801","Sample 123"
"802","Sample 93"
"803","Sample 108"
"804","Sample 63"
"805","Sample 10"
"806","Sample 31"
"807","Sample 71"
"808","Sample 54"
"809","Sample 139"
"810","Sample 88"
"811","Sample 379"
"812","Sample 78"
"813","Sample 25"
"814","Sample 92"
"815","Sample 51"
"816","Sample 22"
"817","Sample 46"
"818","Sample 160"
"819","Sample 29"
"820","Sample 133"
"821","Sample 55"
"822","Sample 46"
"823","Sample 66"
"824","Sample 24"
"825","Sample 84"
"826","Sample 30"
"827","Sample 94"
"828","Sample 123"
"829","Sample 93"
"830","Sample 108"
"831","Sample 63"
"832","Sample 10"
"833","Sample 31"
"834","Sample 71"
"835","Sample 54"
"836","Sample 139"
"837","Sample 88"
"838","Sample 379"
"839","Sample 78"
"840","Sample 25"
"841","Sample 92"
"842","Sample 51"
"843","Sample 22"
"844","Sample 46"
"845","Sample 160"
"846","Sample 29"
"847","Sample 133"
"848","Sample 55"
"849","Sample 46"
"850","Sample 66"
"851","Sample 24"
"852","Sample 84"
"853","Sample 30"
"854","Sample 94"
"855","Sample 123"
"856","Sample 93"
"857","Sample 108"
"858","Sample 63"
"859","Sample 10"
"860","Sample 31"
"861","Sample 71"
"862","Sample 54"
"863","Sample 139"
"864","Sample 88"
"865","Sample 379"
"866","Sample 78"
"867","Sample 25"
"868","Sample 92"
"869","Sample 51"
"870","Sample 22"
"871","Sample 46"
"872","Sample 160"
"873","Sample 29"
"874","Sample 133"
"875","Sample 55"
"876","Sample 46"
"877","Sample 66"
"878","Sample 24"
"879","Sample 84"
"880","Sample 30"
"881","Sample 94"
"882","Sample 123"
"883","Sample 93"
"884","Sample 108"
"885","Sample 63"
"886","Sample 10"
"887","Sample 31"
"888","Sample 71"
"889","Sample 54"
"890","Sample 139"
"891","Sample 88"
"892","Sample 379"
"893","Sample 78"
"894","Sample 25"
"895","Sample 92"
"896","Sample 51"
"897","Sample 22"
"898","Sample 46"
"899","Sample 160"
"900","Sample 29"
"901","Sample 133"
"902","Sample 55"
"903","Sample 46"
"904","Sample 66"
"905","Sample 24"
"906","Sample 84"
"907","Sample 30"
"908","Sample 94"
"909","Sample 123"
"910","Sample 93"
"911","Sample 108"
"912","Sample 63"
"913","Sample 10"
"914","Sample 31"
"915","Sample 71"
"916","Sample 54"
"917","Sample 139"
"918","Sample 88"
"919","Sample 379"
"920","Sample 78"
"921","Sample 25"
"922","Sample 92"
"923","Sample 51"
"924","Sample 22"
"925","Sample 46"
"926","Sample 160"
"927","Sample 29"
"928","Sample 133"
"929","Sample 55"
"930","Sample 46"
"931","Sample 66"
"932","Sample 24"
"933","Sample 84"
"934","Sample 30"
"935","Sample 94"
"936","Sample 123"
"937","Sample 93"
"938","Sample 108"
"939","Sample 63"
"940","Sample 10"
"941","Sample 31"
"942","Sample 71"
"943","Sample 54"
"944","Sample 139"
"945","Sample 88"
"946","Sample 379"
"947","Sample 78"
"948","Sample 25"
"949","Sample 92"
"950","Sample 51"
"951","Sample 22"
"952","Sample 46"
"953","Sample 160"
"954","Sample 29"
"955","Sample 133"
"956","Sample 55"
"957","Sample 46"
"958","Sample 66"
"959","Sample 24"
"960","Sample 84"
"961","Sample 30"
"962","Sample 94"
"963","Sample 123"
"964","Sample 93"
"965","Sample 108"
"966","Sample 63"
"967","Sample 10"
"968","Sample 31"
"969","Sample 71"
"970","Sample 54"
"971","Sample 139"
"972","Sample 88"
"973","Sample 379"
"974","Sample 78"
"975","Sample 25"
"976","Sample 92"
"977","Sample 51"
"978","Sample 22"
"979","Sample 46"
"980","Sample 160"
"981","Sample 29"
"982","Sample 133"
"983","Sample 55"
"984","Sample 46"
"985","Sample 66"
"986","Sample 24"
"987","Sample 84"
"988","Sample 30"
"989","Sample 94"
"990","Sample 123"
"991","Sample 93"
"992","Sample 108"
"993","Sample 63"
"994","Sample 10"
"995","Sample 31"
"996","Sample 71"
"997","Sample 54"
"998","Sample 139"
"999","Sample 88"
"1000","Sample 379"
"1001","Sample 78"
"1002","Sample 25"
"1003","Sample 92"
"1004","Sample 51"
"1005","Sample 22"
"1006","Sample 46"
"1007","Sample 160"
"1008","Sample 29"
"1009","Sample 133"
"1010","Sample 55"
"1011","Sample 46"
"1012","Sample 66"
"1013","Sample 24"
"1014","Sample 84"
"1015","Sample 30"
"1016","Sample 94"
"1017","Sample 123"
"1018","Sample 93"
"1019","Sample 108"
"1020","Sample 63"
"1021","Sample 10"
"1022","Sample 31"
"1023","Sample 71"
"1024","Sample 54"
"1025","Sample 139"
"1026","Sample 88"
"1027","Sample 379"
"1028","Sample 78"
"1029","Sample 25"
"1030","Sample 92"
"1031","Sample 51"
"1032","Sample 22"
"1033","Sample 46"
"1034","Sample 160"
"1035","Sample 29"
"1036","Sample 133"
"1037","Sample 55"
"1038","Sample 46"
"1039","Sample 66"
"1040","Sample 24"
"1041","Sample 84"
"1042","Sample 30"
"1043","Sample 94"
"1044","Sample 123"
"1045","Sample 93"
"1046","Sample 108"
"1047","Sample 63"
"1048","Sample 10"
"1049","Sample 31"
"1050","Sample 71"
"1051","Sample 54"
"1052","Sample 139"
"1053","Sample 88"
"1054","Sample 379"
"1055","Sample 78"
"1056","Sample 25"
"1057","Sample 92"
"1058","Sample 51"
"1059","Sample 22"
"1060","Sample 46"
"1061","Sample 160"
"1062","Sample 29"
"1063","Sample 133"
"1064","Sample 55"
"1065","Sample 46"
"1066","Sample 66"
"1067","Sample 24"
"1068","Sample 84"
"1069","Sample 30"
"1070","Sample 94"
"1071","Sample 123"
"1072","Sample 93"
"1073","Sample 108"
"1074","Sample 63"
"1075","Sample 10"
"1076","Sample 31"
"1077","Sample 71"
"1078","Sample 54"
"1079","Sample 139"
"1080","Sample 88"
"1081","Sample 379"
"1082","Sample 78"
"1083","Sample 25"
"1084","Sample 92"
"1085","Sample 51"
"1086","Sample 22"
"1087","Sample 46"
"1088","Sample 160"
"1089","Sample 29"
"1090","Sample 133"
"1091","Sample 55"
"1092","Sample 46"
"1093","Sample 66"
"1094","Sample 24"
"1095","Sample 84"
"1096","Sample 30"
"1097","Sample 94"
"1098","Sample 123"
"1099","Sample 93"
"1100","Sample 108"
"1101","Sample 63"
"1102","Sample 10"
"1103","Sample 31"
"1104","Sample 71"
"1105","Sample 54"
"1106","Sample 139"
"1107","Sample 88"
"1108","Sample 379"
"1109","Sample 78"
"1110","Sample 25"
"1111","Sample 92"
"1112","Sample 51"
"1113","Sample 22"
"1114","Sample 46"
"1115","Sample 160"
"1116","Sample 29"
"1117","Sample 133"
"1118","Sample 55"
"1119","Sample 46"
"1120","Sample 66"
"1121","Sample 24"
"1122","Sample 84"
"1123","Sample 30"
"1124","Sample 94"
"1125","Sample 123"
"1126","Sample 93"
"1127","Sample 108"
"1128","Sample 63"
"1129","Sample 10"
"1130","Sample 31"
"1131","Sample 71"
"1132","Sample 54"
"1133","Sample 139"
"1134","Sample 88"
"1135","Sample 379"
"1136","Sample 78"
"1137","Sample 25"
"1138","Sample 92"
"1139","Sample 51"
"1140","Sample 22"
"1141","Sample 46"
"1142","Sample 160"
"1143","Sample 29"
"1144","Sample 133"
"1145","Sample 55"
"1146","Sample 46"
"1147","Sample 66"
"1148","Sample 24"
"1149","Sample 84"
"1150","Sample 30"
"1151","Sample 94"
"1152","Sample 123"
"1153","Sample 93"
"1154","Sample 108"
"1155","Sample 63"
"1156","Sample 10"
"1157","Sample 31"
"1158","Sample 71"
"1159","Sample 54"
"1160","Sample 139"
"1161","Sample 88"
"1162","Sample 379"
"1163","Sample 78"
"1164","Sample 25"
"1165","Sample 92"
"1166","Sample 51"
"1167","Sample 22"
"1168","Sample 46"
"1169","Sample 160"
"1170","Sample 29"
"1171","Sample 133"
"1172","Sample 55"
"1173","Sample 46"
"1174","Sample 66"
"1175","Sample 24"
"1176","Sample 84"
"1177","Sample 30"
"1178","Sample 94"
"1179","Sample 123"
"1180","Sample 93"
"1181","Sample 108"
"1182","Sample 63"
"1183","Sample 10"
"1184","Sample 31"
"1185","Sample 71"
"1186","Sample 54"
"1187","Sample 139"
"1188","Sample 88"
"1189","Sample 379"
"1190","Sample 78"
"1191","Sample 25"
"1192","Sample 92"
"1193","Sample 51"
"1194","Sample 22"
"1195","Sample 46"
"1196","Sample 160"
"1197","Sample 29"
"1198","Sample 133"
"1199","Sample 55"
"1200","Sample 46"
"1201","Sample 66"
"1202","Sample 24"
"1203","Sample 84"
"1204","Sample 30"
"1205","Sample 94"
"1206","Sample 123"
"1207","Sample 93"
"1208","Sample 108"
"1209","Sample 63"
"1210","Sample 10"
"1211","Sample 31"
"1212","Sample 71"
"1213","Sample 54"
"1214","Sample 139"
"1215","Sample 88"
"1216","Sample 379"
"1217","Sample 78"
"1218","Sample 25"
"1219","Sample 92"
"1220","Sample 51"
"1221","Sample 22"
"1222","Sample 46"
"1223","Sample 160"
"1224","Sample 29"
"1225","Sample 133"
"1226","Sample 55"
"1227","Sample 46"
"1228","Sample 66"
"1229","Sample 24"
"1230","Sample 84"
"1231","Sample 30"
"1232","Sample 94"
"1233","Sample 123"
"1234","Sample 93"
"1235","Sample 108"
"1236","Sample 63"
"1237","Sample 10"
"1238","Sample 31"
"1239","Sample 71"
"1240","Sample 54"
"1241","Sample 139"
"1242","Sample 88"
"1243","Sample 379"
"1244","Sample 78"
"1245","Sample 25"
"1246","Sample 92"
"1247","Sample 51"
"1248","Sample 22"
"1249","Sample 46"
"1250","Sample 160"
"1251","Sample 29"
"1252","Sample 133"
"1253","Sample 55"
"1254","Sample 46"
"1255","Sample 66"
"1256","Sample 24"
"1257","Sample 84"
"1258","Sample 30"
"1259","Sample 94"
"1260","Sample 123"
"1261","Sample 93"
"1262","Sample 108"
"1263","Sample 63"
"1264","Sample 10"
"1265","Sample 31"
"1266","Sample 71"
"1267","Sample 54"
"1268","Sample 139"
"1269","Sample 88"
"1270","Sample 379"
"1271","Sample 78"
"1272","Sample 25"
"1273","Sample 92"
"1274","Sample 51"
"1275","Sample 22"
"1276","Sample 46"
"1277","Sample 160"
"1278","Sample 29"
"1279","Sample 133"
"1280","Sample 55"
"1281","Sample 46"
"1282","Sample 66"
"1283","Sample 24"
"1284","Sample 84"
"1285","Sample 30"
"1286","Sample 94"
"1287","Sample 123"
"1288","Sample 93"
"1289","Sample 108"
"1290","Sample 63"
"1291","Sample 10"
"1292","Sample 31"
"1293","Sample 71"
"1294","Sample 54"
"1295","Sample 139"
"1296","Sample 88"
"1297","Sample 379"
"1298","Sample 78"
"1299","Sample 25"
"1300","Sample 92"
"1301","Sample 51"
"1302","Sample 22"
"1303","Sample 46"
"1304","Sample 160"
"1305","Sample 29"
"1306","Sample 133"
"1307","Sample 55"
"1308","Sample 46"
"1309","Sample 66"
"1310","Sample 24"
"1311","Sample 84"
"1312","Sample 30"
"1313","Sample 94"
"1314","Sample 123"
"1315","Sample 93"
"1316","Sample 108"
"1317","Sample 63"
"1318","Sample 10"
"1319","Sample 31"
"1320","Sample 71"
"1321","Sample 54"
"1322","Sample 139"
"1323","Sample 88"
"1324","Sample 379"
"1325","Sample 78"
"1326","Sample 25"
"1327","Sample 92"
"1328","Sample 51"
"1329","Sample 22"
"1330","Sample 46"
"1331","Sample 160"
"1332","Sample 29"
"1333","Sample 133"
"1334","Sample 55"
"1335","Sample 46"
"1336","Sample 66"
"1337","Sample 24"
"1338","Sample 84"
"1339","Sample 30"
"1340","Sample 94"
"1341","Sample 123"
"1342","Sample 93"
"1343","Sample 108"
"1344","Sample 63"
"1345","Sample 10"
"1346","Sample 31"
"1347","Sample 71"
"1348","Sample 54"
"1349","Sample 139"
"1350","Sample 88"
