"subsample","n_total","alpha","xmin","p","n_tail"
"1097",53,2.4344726694092,3.576,0.97,30.13
"1098",13,1.96541869431894,1.277,0.276,12.1499493414387
"1099",46,2.88496531612972,3.363,0.577,22.975
"11",19,2.88078990069905,3.233,0.701,12.044
"110",46,2.79992476324516,3.359,0.324,24.051
"1100",21,1.78157511727866,1.42,0.478,19.464
"1101",52,2.74817352109137,4.812,0.487,23.647
"1102",15,3.10519492685143,2.084,0.442,10.652
"1103",21,1.79694980379082,1.353,0.068,19.589
"1104",24,2.32826319978211,3.203,0.35,15.412
"1105",147,1.96706922019598,2.359,0.216,95.111
"1106",35,1.97750693131055,2.91,0.303,23.536
"1107",24,2.74170137988593,3.092,0.394,14.719
"1108",31,2.22461890680401,3.13,0.439,19.958
"1109",31,3.08961319047737,4.041,0.477,15.731
"111",21,1.81319214358292,1.315,0.56,19.676
"1110",11,2.85555143488226,3.24,0.453,8.022
"1111",28,2.56982589702944,2.597,0.092,17.94
"1112",27,2.12078133204837,2.876,0.814,18.839
"1113",29,2.22344809227908,2.361,0.599,20.604
"1114",29,2.33661060516148,2.275,0.018,19.758
"1115",19,2.86813075242222,3.217,0.64,12.08
"1116",48,3.57005279349343,5.286,0.934,18.371
"1117",15,1.92973954867042,1.321,0.176,13.9969909729188
"1118",30,2.26255819957502,3.391,0.764,18.942
"1119",11,2.6593703098533,3.454,0.717,7.945
"112",52,2.08697152142194,2.378,0.217,34.512
"1120",53,2.63929204498114,4.077,0.399,28.44
"1121",13,1.90060361667715,1.375,0.024,12.0777777777778
"1122",46,2.65454265039772,4.207,0.673,25.236
"1123",21,2.63558405388229,3.184,0.821,13.924
"1124",52,2.54908083421395,3.27,0.015,26.839
"1125",15,2.84027246614752,2.681,0.734,10.1321321321321
"1126",21,3.2487287421755,2.983,0.638,13.686
"1127",24,1.93468581176118,2.408,0.067,18.279
"1128",147,1.87041158747833,2.493,0.002,93.432
"1129",35,2.71452777711353,3.104,0.395,20.548
"113",15,3.87093333132215,4.205,0.911,11.22
"1130",24,2.37689041766414,1.957,0.746,17.139
"1131",31,4.89412592764429,4.722,0.46,14.238
"1132",31,3.12091829673969,3.399,0.814,15.85
"1133",11,2.7828786886908,4.785,0.713,7.676
"1134",28,2.05189842227326,2.44,0.071,20.283
"1135",27,2.38320562770915,2.356,0.424,19.436
"1136",29,2.58993045663202,3.272,0.498,16.893
"1137",29,2.82675421787469,4.328,0.598,15.526
"1138",19,2.60462413002157,2.284,0.094,13.5275275275275
"1139",48,1.99474822563063,2.223,0.722,32.996
"114",21,2.48815805561648,2.411,0.542,15.699
"1140",15,2.32066536334138,3.223,0.289,10.788
"1141",30,2.50225882729285,3.017,0.489,17.828
"1142",11,2.01077588253672,1.334,0.116,10.3191268191268
"1143",53,2.83539162769277,4.57,0.294,26.025
"1144",13,2.3030862650679,2.324,0.369,10.0810810810811
"1145",46,2.160519405518,2.398,0.551,30.587
"1146",21,2.04253202447609,2.727,0.643,17.182
"1147",52,3.69540656678519,4.566,0.522,21.132
"1148",15,3.36138045351301,3.141,0.645,9.759
"1149",21,2.99477458331334,4.112,0.312,12.056
"115",24,2.1477003030378,1.165,0.545,22.7487487487487
"1150",24,1.92487111133784,1.217,0.001,22.722
"116",147,2.00793042725601,2.362,0.118,94.975
"117",35,2.09111335694762,2.227,0.183,24.433
"118",24,2.40302431633659,2.157,0.051,16.751
"119",31,1.76493659206037,1.241,0.027,29.149
"12",48,1.85127949044354,1.202,0.162,45.225
"120",31,2.39986885031252,3.281,0.315,18.718
"121",11,3.56894505402603,4.236,0.648,8.22022022022022
"122",28,2.08056991812582,2.005,0.463,20.862
"123",27,1.6878402864615,1.456,0.141,25.059
"124",29,1.6076983004396,1.454,0.143,26.887
"125",29,3.33126638279419,5.925,0.36,15.085
"126",19,2.68614734164104,2.16,0.607,13.1921921921922
"127",48,2.02799196725578,1.936,0.612,34.083
"128",15,2.42212686036568,2.433,0.593,11.415
"129",30,1.97518474773009,1.188,0.08,28.347
"13",15,2.27246190224786,3.414,0.975,11.243
"130",11,2.86252255630855,2.13,0.487,8.33668341708543
"131",53,3.1402274824239,5.461,0.492,21.979
"132",13,3.49821280145799,3.935,0.341,8.787
"133",46,2.74457983089775,3.992,0.367,23.762
"134",21,2.15651373578425,2.384,0.173,15.617
"135",52,2.22946963862032,4.016,0.767,28.765
"136",15,3.92148915724595,4.37,0.377,8.953
"137",21,2.14228217082239,1.187,0.354,19.785
"138",24,3.42296615054127,2.702,0.79,13.866
"139",147,2.76826935176983,5.755,0.965,46.19
"14",30,2.31238652048626,4.545,0.187,17.404
"140",35,2.38728633981132,3.044,0.228,21.249
"141",24,2.22064829220716,3.979,0.405,16.753
"142",31,2.19894463444156,2.39,0.692,21.754
"143",31,2.13503563613556,2.485,0.469,22.94
"144",11,2.02928887952241,1.234,0.423,10.3809523809524
"145",28,2.32134130678997,2.481,0.758,22.492
"146",27,2.36359624740658,1.504,0.498,21.757
"147",29,2.44311881923049,1.914,0.147,19.987
"148",29,2.1569595626384,2.213,0.063,20.539
"149",19,1.7839451096955,1.45,0.434,17.687
"15",11,2.15085634252418,2.193,0.306,8.92
"150",48,2.74039465441036,4.661,0.804,24.597
"151",15,1.67760156390516,1.681,0.034,13.826
"152",30,2.52006329425323,2.296,0.52,23.164
"153",11,3.07347864567734,2.69,0.501,8.12248995983936
"154",53,2.10147981189985,2.345,0.411,34.35
"155",13,2.25637401681136,1.933,0.33,10.368
"156",46,2.40290684988463,2.867,0.664,26.089
"157",21,4.10325972849558,3.636,0.706,11.88
"158",52,2.52545696123853,3.097,0.304,29.482
"159",15,2.84559218892543,1.877,0.555,11.0729483282675
"16",53,1.85403716642537,2.473,0.519,36.785
"160",21,2.32960519476012,3.07,0.918,14.543
"161",24,2.5338253241695,2.983,0.269,15.081
"162",147,2.1644447703164,3.464,0.354,71.238
"163",35,1.733127010352,1.283,0.011,32.725
"164",24,3.43187054302405,4.512,0.109,12.344
"165",31,2.84765403971354,4.295,0.708,17.076
"166",31,2.35358319418247,3.092,0.099,18.997
"167",11,2.14582874480881,3.706,0.157,8.329
"168",28,2.83103151663598,2.604,0.601,16.549
"169",27,1.83457858498852,1.345,0.757,25.216
"17",13,3.76429863325351,5.218,0.596,8.471
"170",29,2.58091010069078,3.388,0.114,17.26
"171",29,2.20742145492035,2.24,0.103,20.342
"172",19,1.78298435838711,1.454,0.129,17.593
"173",48,2.11915781442744,2.171,0.999,31.902
"174",15,2.51867101900939,2.389,0.227,12.8
"175",30,2.78336139924399,4.465,0.664,16.776
"176",11,2.42771798474963,1.485,0.75,9.22746331236897
"177",53,2.02346955722617,3.349,0.078,32.4
"178",13,2.22516792390256,1.914,0.596,10.442
"179",46,2.96513613693641,3.346,0.199,22.761
"18",46,1.74360496675744,1.233,0.311,43.46
"180",21,1.73062787908209,1.459,0.33,19.472
"181",52,2.08464598784992,3.713,0.025,29.419
"182",15,1.79871435682983,1.528,0.352,13.8677354709419
"183",21,5.01499500813434,5.789,0.599,9.864
"184",24,2.07738730431789,2.319,0.42,17.762
"185",147,5.47495524947701,9.115,0.388,26.287
"186",35,2.56161661206794,5.703,0.953,19.631
"187",24,3.30089766483086,7.665,0.542,11.601
"188",31,1.60151972422152,1.499,0.132,28.645
"189",31,1.7371098968148,1.281,0.021,29.046
"19",21,2.1310911510673,1.206,0.074,19.742
"190",11,2.68920676471039,1.65,0.407,9.14482029598309
"191",28,2.43908031478446,2.35,0.575,18.936
"192",27,3.20349855437384,2.916,0.09,14.837
"193",29,2.40716686883091,3.11,0.374,19.155
"194",29,1.87672533703543,2.747,0.406,22.107
"195",19,2.45917418856134,1.967,0.143,13.8878878878879
"196",48,3.46150603250469,6.32,0.588,28.704
"197",15,2.28714849063503,2.54,0.151,12.016
"198",30,2.65823978544801,2.849,0.275,17.94
"199",11,1.85578612683692,1.503,0.151,10.202416918429
"2",35,2.80801785447568,5.29,0.509,17.271
"20",52,2.60425742769242,3.369,0.088,26.65
"200",53,2.1729804461375,2.311,0.162,38.95
"201",13,1.82862909355754,1.477,0.256,11.9788944723618
"202",46,2.05457193069188,2.455,0.849,34.723
"203",21,1.76514901378442,1.414,0.113,19.502
"204",52,2.13567166501488,2.349,0.056,33.604
"205",15,2.3501093174973,2.179,0.033,11.46
"206",21,2.27897872815244,1.863,0.619,15.812
"207",24,3.01354520575377,4.151,0.482,13.114
"208",147,2.10803486894432,3.337,0.95,71.049
"209",35,2.43373532374042,3.701,0.759,21.118
"21",15,2.83369688847195,2.2,0.195,11.4534534534535
"210",24,1.99236595103885,1.206,0.209,22.605
"211",31,2.26017802392381,2.416,0.816,23.622
"212",31,2.97615367090911,4.584,0.546,15.88
"213",11,2.26255419522639,2.163,0.712,8.801
"214",28,2.19524421781746,1.902,0.135,20.676
"215",27,1.67978383444547,1.492,0.769,25.032
"216",29,2.28556692293717,2.431,0.21,21.204
"217",29,2.369564362734,4.248,0.536,16.965
"218",19,2.37896455581398,2.162,0.124,13.869
"219",48,1.67417349000138,1.329,0.073,44.693
"22",21,3.38549924715535,3.919,0.22,12.24
"220",15,2.64116761990376,2.132,0.326,11.1811811811812
"221",30,3.17709392286949,3.062,0.389,15.83
"222",11,2.51666757259718,3.032,0.306,8.04709418837675
"223",53,1.79231940770242,2.466,0.674,37.76
"224",13,2.01241262402711,1.241,0.734,12.2469512195122
"225",46,2.03460804705757,1.975,0.564,32.498
"226",21,2.88625058212683,3.345,0.498,12.681
"227",52,2.32544105489397,3.509,0.425,28.353
"228",15,1.70384545971226,1.555,0.652,13.928
"229",21,2.23651130789563,2.459,0.172,15.438
"23",24,2.34186785296766,3.24,0.749,15.398
"230",24,3.30011279014207,3.156,0.167,13.333
"231",147,2.95648732894001,5.897,0.461,56.222
"232",35,2.32841157500885,4.027,0.605,20.104
"233",24,2.84856804999169,3.619,0.425,16.857
"234",31,4.5804314036939,5.061,0.21,13.949
"235",31,2.02066907771262,1.167,0.519,29.301
"236",11,2.3489905610413,2.086,0.532,8.75
"237",28,2.19848433678666,2.445,0.143,19.732
"238",27,3.93750942405588,7.757,0.77,13.467
"239",29,2.88188603516626,3.365,0.795,16.071
"24",147,2.70784934052424,4.866,0.692,55.796
"240",29,4.25948844995363,3.269,0.928,15.702
"241",19,2.06752282106513,2.741,0.009,15.5
"242",48,2.58836342561586,3.014,0.527,28.552
"243",15,1.73530850839204,1.554,0.668,13.893
"244",30,1.98472604376912,2.542,0.983,23.042
"245",11,2.70566922925267,1.798,0.633,8.89570552147239
"246",53,3.27292374155971,6.449,0.161,21.899
"247",13,2.90145337858169,2.853,0.515,8.98398398398398
"248",46,2.28763705965182,2.304,0.843,33.115
"249",21,2.28407446851616,2.44,0.431,15.885
"25",35,1.73258054299447,1.283,0.387,32.718
"250",52,2.00795018614001,2.343,0.003,34.783
"251",15,1.90497078504435,1.344,0.34,13.9779559118236
"252",21,2.41177456139579,2.116,0.721,14.88
"253",24,1.9747448159774,2.402,0.016,18.123
"254",147,2.54810754364092,4.769,0.058,55.869
"255",35,2.36342737459442,2.146,0.417,23.126
"256",24,2.40993387090453,2.939,0.681,15.598
"257",31,3.62058838111886,5.007,0.566,16.756
"258",31,3.99306126092588,5.22,0.6,13.921
"259",11,2.03944048904172,1.277,0.555,10.3347412882788
"26",24,2.95672455659599,3.105,0.819,13.98
"260",28,1.77454669708129,1.362,0.082,26.105
"261",27,2.4862349535574,3.413,0.138,16.456
"262",29,2.19027098775957,2.514,0.415,21.966
"263",29,1.99741691316864,2.639,0.522,22.016
"264",19,2.9235447220732,1.813,0.729,13.408040201005
"265",48,3.1681750782955,3.986,0.77,21.524
"266",15,2.11771505870169,1.68,0.648,12.574
"267",30,2.08822043497612,2.49,0.849,21.659
"268",11,1.93228004521276,1.57,0.598,10.1052631578947
"269",53,2.20758443655266,3.63,0.511,30.419
"27",31,2.7273237468483,2.269,0.946,22.952
"270",13,2.72555744883127,2.567,0.388,9.23346693386774
"271",46,3.2528507759122,4.651,0.484,19.947
"272",21,2.41384755620154,2.413,0.756,15.754
"273",52,2.52344743679327,2.278,0.675,34.06
"274",15,3.77811447863255,4.321,0.523,9.212
"275",21,3.05683411986274,5.007,0.573,12.163
"276",24,2.32425769808335,2.463,0.895,17.452
"277",147,2.27943995866154,4.513,0.293,66.149
"278",35,2.16708666392595,2.438,0.78,24.865
"279",24,1.91047999433201,1.257,0.192,22.644
"28",31,2.75607668202238,4.452,0.777,18.712
"280",31,3.88463151139082,4.1,0.765,14.544
"281",31,2.51311489464921,2.604,0.835,20.065
"282",11,3.18310776317364,2.398,0.674,8.99392097264438
"283",28,2.08951662383729,1.738,0.444,22.362
"284",27,1.92261092185873,1.268,0.272,25.351
"285",29,1.94301364180903,2.203,0.325,21.767
"286",29,3.46286348265581,3.396,0.876,15.672
"287",19,1.99247880997539,3.53,0.688,13.762
"288",48,2.04651408106648,2.441,0.124,32.39
"289",15,2.91408428666694,4.087,0.92,9.879
"29",11,1.86104850576818,1.514,0.384,10.2215508559919
"290",30,1.9953033549535,2.037,0.091,22.437
"291",11,2.04876671727158,2.718,0.734,8.981
"292",53,2.14276541836345,2.014,0.763,35.474
"293",13,2.60998783562031,2.284,0.14,10.3697394789579
"294",46,2.77596243148345,3.12,0.574,23.416
"295",21,1.87382774370668,1.301,0.151,19.523
"296",52,2.88530886981724,4.787,0.842,22.709
"297",15,1.72944661340307,1.536,0.125,13.884
"298",21,2.53844703437714,1.968,0.178,14.747
"299",24,2.50570460856812,2.238,0.57,16.615
"3",24,2.50271987394274,2.547,0.67,15.629
"30",28,2.73939798722192,3.609,0.501,16.561
"300",147,2.3486745619502,7.266,0.852,59.493
"301",35,2.18942524631585,2.343,0.364,24.487
"302",24,2.94004724730116,2.202,0.204,16.908
"303",31,2.14774436496788,2.468,0.64,23.616
"304",31,3.26304723445238,5.333,0.193,14.458
"305",11,3.03057036156077,3.641,0.453,8.05505505505506
"306",28,3.8103567896077,3.401,0.778,15.326
"307",27,1.94978399612607,1.248,0.169,25.39
"308",29,2.32361207986548,2.464,0.45,21.792
"309",29,3.63050474296903,7.754,0.607,12.888
"31",27,1.86940475480633,1.26,0.126,25.418
"310",19,1.67426511277229,1.562,0.417,17.611
"311",48,2.33078696742531,2.311,0.11,34.888
"312",15,2.48992472821815,1.968,0.163,11.2895791583166
"313",30,1.73509621118221,1.314,0.018,28.177
"314",11,2.11814736960272,2.819,0.226,9.248
"315",53,3.04336134521284,4.666,0.362,22.981
"316",13,2.33465333405091,3.454,0.697,9.266
"317",46,1.6725662658126,1.262,0.054,43.37
"318",21,1.75571279490844,1.467,0.671,19.49
"319",52,2.36449801850612,2.942,0.121,28.786
"32",29,1.69580958792579,1.357,0.027,27.101
"320",15,1.82637495574299,1.456,0.625,13.8847695390782
"321",21,2.53328840639418,3.41,0.698,13.606
"322",24,1.80431760836539,1.236,0.167,22.7
"323",147,2.02097726906121,2.387,0.044,88.675
"324",35,2.83014320729566,3.847,0.427,18.1
"325",24,3.45229416720373,3.96,0.962,13.03
"326",31,2.356608327292,3.148,0.244,19.009
"327",31,2.12388135065361,2.313,0.679,21.664
"328",11,2.54054812769681,1.612,0.913,9.41894736842105
"329",28,1.68321525449549,1.513,0.064,25.9
"33",29,1.73201027174751,1.344,0.09,27.006
"330",27,3.30059573339627,4.384,0.51,17.245
"331",29,2.41379935201725,2.392,0.7,21.136
"332",29,2.31966650066586,2.885,0.907,19.639
"333",19,1.95867858620035,2.305,0.513,14.97
"334",48,2.63238679300227,3.389,0.135,25.448
"335",15,2.12427547847627,1.207,0.808,14.1479229989868
"336",30,2.71588405201358,3.983,0.322,16.526
"337",11,2.39766999228327,2.861,0.099,8.226
"338",53,1.81559576038046,1.189,0.272,50.011
"339",13,2.23486386505656,2.797,0.586,10.804
"34",19,2.43605956429568,2.404,0.086,14.137
"340",46,2.05880470353886,2.237,0.156,31.043
"341",21,2.12021423641617,2.164,0.873,15.798
"342",52,2.12237910469676,2.369,0.473,34.657
"343",15,2.4689195570009,2.226,0.666,11.292
"344",21,1.72661928598222,1.478,0.045,19.453
"345",24,2.58442553419201,3.193,0.338,15.263
"346",147,2.54721517192169,4.567,0.806,54.453
"347",35,2.17216289219498,2.052,0.058,24.556
"348",24,1.88679062767493,1.238,0.437,22.679
"349",31,2.48002060647884,4.85,0.994,16.837
"35",48,2.04530313744044,2.055,0.844,33.145
"350",31,3.04688098150814,3.137,0.883,16.415
"351",11,1.78660443941508,1.8,0.12,10.0681362725451
"352",28,2.08701146025961,2.301,0.486,20.215
"353",27,3.45905638624994,2.805,0.084,14.453
"354",29,4.05636721073431,5.401,0.09,13.014
"355",29,2.15899974035685,2.367,0.774,20.703
"356",19,2.38339098583261,2.911,0.352,13.025
"357",48,2.1039917942907,2.373,0.723,35.94
"358",15,2.41804933249621,2.208,0.861,11.2802802802803
"359",30,2.62960511602194,3.321,0.943,17.566
"36",15,1.86637885940301,1.358,0.695,13.9178356713427
"360",11,3.48440746153348,4.285,0.63,7.41541541541542
"361",53,2.0677306992784,3.368,0.67,31.355
"362",13,2.05131522943653,1.197,0.226,12.3042137718397
"363",46,2.25741613197133,3.635,0.71,26.93
"364",21,2.82974377338153,2.391,0.334,14.0830830830831
"365",52,2.5476267565239,4.65,0.594,29.993
"366",15,4.73124795540391,6.27,0.626,8.05
"367",21,2.46160182715483,2.085,0.438,14.87
"368",24,1.88511025570684,1.917,0.757,19.465
"369",147,2.09601747049479,3.242,0.111,73.999
"37",30,2.38337593414768,2.949,0.852,18.492
"370",35,2.30095877247536,2.23,0.306,23.393
"371",24,2.88613188688259,3.061,0.492,14.323
"372",31,2.33440286979433,3.079,0.56,19.114
"373",31,3.69046923326471,6.178,0.271,16.697
"374",11,3.4924663609213,9.255,0.971,6.992
"375",28,3.03332725497974,4.219,0.122,15.193
"376",27,2.09449461924493,2.261,0.31,19.481
"377",29,2.32050407966141,2.236,0.964,19.87
"378",29,2.91610658027421,2.787,0.278,16.442
"379",19,2.82869245131911,3.328,0.333,11.884
"38",11,1.78505488106969,1.798,0.49,10.0731462925852
"380",48,2.1363018222556,3.173,0.964,29.941
"381",15,1.98556297071257,1.262,0.611,14.0422535211268
"382",30,1.97338171945412,2.04,0.387,22.574
"383",11,2.56199353557994,5.956,0.152,7.807
"384",53,2.17466179326823,2.229,0.162,34.011
"385",13,2.91500683699324,3.41,0.723,8.95
"386",46,2.42924073969697,2.244,0.512,28.73
"387",21,2.23499060725256,2.042,0.567,15.666
"388",52,3.02163913232021,4.402,0.774,30.233
"389",15,1.72946818508569,1.536,0.006,13.88
"39",53,3.21827398994863,5.561,0.373,22.243
"390",21,2.02877754290604,3.012,0.524,15.1
"391",24,2.7607965803435,3.087,0.427,14.426
"392",147,2.38211622310124,4.354,0.336,57.128
"393",35,2.01513447716917,3.495,0.946,22.55
"394",24,1.78906943274592,1.28,0.248,22.632
"395",31,2.1666364294261,3.151,0.65,19.917
"396",31,2.45689087021162,2.279,0.321,20.932
"397",11,2.26745685178384,2.103,0.37,8.832
"398",28,3.57001032063728,2.231,0.64,17.023
"399",27,3.17145124756912,2.493,0.737,16.357
"4",31,2.49326630749237,4.719,0.064,17.626
"40",13,2.98697921505316,2.256,0.525,9.56356356356356
"400",29,2.39649422819111,2.236,0.674,19.641
"401",29,2.78218173278875,2.194,0.897,18.413
"402",19,2.00366165946127,1.247,0.658,17.7745490981964
"403",48,2.04002238260381,2.388,0.075,34.15
"404",15,2.97583812199039,2.909,0.738,10.083
"405",30,4.78160386413725,4.334,0.103,13.891
"406",11,3.08654277248412,3.164,0.587,9.05305305305305
"407",53,2.3600503418212,2.282,0.281,33.682
"408",13,2.58749681287967,3.621,0.34,9.463
"409",46,2.36368933795366,2.326,0.219,30.56
"41",46,2.09803532114859,2.312,0.582,30.524
"410",21,3.9492689745596,3.595,0.742,11.319
"411",52,2.48431213511253,3.895,0.804,27.581
"412",15,2.89784793282125,2.369,0.587,10.309
"413",21,1.77734070799302,1.352,0.495,19.597
"414",24,2.70618589865744,2.926,0.637,16.01
"415",147,2.37423408898204,3.714,0.616,66.618
"416",35,3.66632650230536,4.753,0.425,15.269
"417",24,2.66024236501455,2.35,0.437,17.435
"418",31,1.84876297468149,2.61,0.931,23.41
"419",31,3.18833731828864,2.159,0.323,20.579
"42",21,2.74743337832501,3.042,0.328,13.12
"420",11,2.59737349359171,1.996,0.434,8.68191056910569
"421",28,2.41234689236416,5.068,0.268,16.21
"422",27,2.99622341285216,4.457,0.268,14.583
"423",29,1.93010595810642,2.29,0.323,21.554
"424",29,2.42736087170978,3.837,0.669,17.06
"425",19,2.34755684891607,2.326,0.167,13.936
"426",48,2.1254274725528,3.211,0.678,28.589
"427",15,1.76652851183565,1.535,0.54,13.9359359359359
"428",30,2.01422346801104,2.263,0.193,22.088
"429",11,2.07066074617487,1.189,0.219,10.5076086956522
"43",52,1.87666030960956,2.042,0.238,37.791
"430",53,2.98821297261071,3.352,0.358,26.662
"431",13,2.50473323250057,1.951,0.294,10.0100401606426
"432",46,1.60642931837947,1.328,0.03,43.183
"433",21,3.11744936699739,5.063,0.457,12.383
"434",52,1.93607161272171,2.401,0.026,37.127
"435",15,2.89453346538536,3.629,0.297,9.933
"436",21,1.98078210224362,1.24,0.679,19.629
"437",24,2.45999684935348,2.097,0.306,16.69
"438",147,2.71307066520539,5.456,0.248,49.429
"439",35,2.31265137047121,4.089,0.784,23.324
"44",15,1.6810779381909,1.684,0.198,13.826
"440",24,1.80557720889771,1.361,0.773,22.426
"441",31,1.93566706597151,1.747,0.769,24.88
"442",31,1.82722470372445,1.227,0.074,29.159
"443",11,3.3413667761187,3.366,0.649,7.593
"444",28,2.63895294655477,3.103,0.75,16.321
"445",27,1.64902828435193,1.499,0.102,25.101
"446",29,1.68593261957566,1.367,0.44,26.97
"447",29,2.12930520487648,1.807,0.377,22.094
"448",19,2.54939587858774,2.948,0.629,12.58
"449",48,2.0865459031755,3.169,0.546,28.992
